1 7 37460641.45029705
1 7 37474480.94453253
1 7 37488267.38841828
1 7 37501995.09700976
1 7 37515658.18080478
1 7 37529250.53913850
1 7 37542765.85335729
1 7 37556197.57976350
1 7 37569538.94232230
1 7 37582782.92512193
1 7 37595922.26457798
1 7 37608949.44137181
1 7 37621856.67211334
1 7 37634635.90071730
1 7 37647278.78948200
1 7 37659776.70985910
1 7 37672120.73290233
1 7 37684301.61938246
1 7 37696309.80955533
1 7 37708135.41256931
1 7 37719768.19549747
1 7 37731197.57197964
1 7 37742412.59045848
1 7 37753401.92199281
1 7 37764153.84763128
1 7 37774656.24532791
1 7 37784896.57638070
1 7 37794861.87137339
1 7 37804538.71559952
1 7 37813913.23394709
1 7 37822971.07522085
1 7 37831697.39587842
1 7 37840076.84315516
1 7 37848093.53755155
1 7 37855731.05465562
1 7 37862972.40627176
1 7 37869800.02082580
1 7 37876195.72301494
1 7 37882140.71266955
1 7 37887615.54279270
1 7 37892600.09674138
1 7 37897073.56451204
1 7 37901014.41809146
1 7 37904400.38583238
1 7 37907208.42581154
1 7 37909414.69812637
1 7 37910994.53608483
1 7 37911922.41624139
1 7 37912171.92723048
1 7 37911715.73734759
1 8 37924146.20385304
1 8 37936544.89840268
1 8 37948907.31842436
1 8 37961228.79715355
1 8 37973504.49835261
1 8 37985729.41085583
1 8 37997898.34293423
1 8 38010005.91647316
1 8 38022046.56095622
1 8 38034014.50724820
1 8 38045903.78116982
1 8 38057708.19685633
1 8 38069421.34989216
1 8 38081036.61021312
1 8 38092547.11476731
1 8 38103945.75992597
1 8 38115225.19363423
1 8 38126377.80729239
1 8 38137395.72735683
1 8 38148270.80665013
1 8 38158994.61536889
1 8 38169558.43177738
1 8 38179953.23257485
1 8 38190169.68292341
1 8 38200198.12612306
1 8 38210028.57291982
1 8 38219650.69043197
1 8 38229053.79067927
1 8 38238226.81869876
1 8 38247158.34023032
1 8 38255836.52895431
1 8 38264249.15326288
1 8 38272383.56254521
1 8 38280226.67296697
1 8 38287764.95272228
1 8 38294984.40673625
1 8 38301870.56079475
1 8 38308408.44507715
1 8 38314582.57706655
1 8 38320376.94381094
1 8 38325774.98350750
1 8 38330759.56638090
1 8 38335312.97482530
1 8 38339416.88277837
1 8 38343052.33429417
1 8 38346199.72128049
1 8 38348838.76036466
1 8 38350948.46885054
1 8 38352507.13972769
1 8 38353492.31569254
1 8 38353880.76213965
1 8 38353648.43907990
1 9 38362633.37774604
1 9 38371563.97726689
1 9 38380435.83431608
1 9 38389244.39164709
1 9 38397984.93318917
1 9 38406652.57898112
1 9 38415242.27993697
1 9 38423748.81243751
1 9 38432166.77274115
1 9 38440490.57120737
1 9 38448714.42632607
1 9 38456832.35854507
1 9 38464838.18388875
1 9 38472725.50735936
1 9 38480487.71611313
1 9 38488117.97240242
1 9 38495609.20627490
1 9 38502954.10802031
1 9 38510145.12035523
1 9 38517174.43033525
1 9 38524033.96098407
1 9 38530715.36262835
1 9 38537210.00392637
1 9 38543508.96257857
1 9 38549603.01570686
1 9 38555482.62988964
1 9 38561137.95083824
1 9 38566558.79270025
1 9 38571734.62697458
1 9 38576654.57102189
1 9 38581307.37615389
1 9 38585681.41528384
1 9 38589764.67011994
1 9 38593544.71788232
1 9 38597008.71752360
1 9 38600143.39543196
1 9 38602935.03059473
1 9 38605369.43919949
1 9 38607431.95864868
1 9 38609107.43096245
1 9 38610380.18554372
1 9 38611234.02127788
1 9 38611652.18793845
1 9 38611617.36686915
2 1 38612212.62568197
2 1 38611819.36098206
2 2 38612521.84909824
2 2 38612288.72313495
2 3 38612736.38628385
2 3 38612270.99931248
2 4 38613165.53295310
2 4 38613194.03296106
2 4 38612321.42173804
2 5 38612654.60470403
2 5 38612129.49632455
2 6 38612480.89425081
2 6 38612015.87051488
2 7 38611870.61920343
2 8 38611576.30690017
2 9 38611082.17694450
